so_id,supplier_id,user_id,priority,status,order_date,expected_delivery_date,actual_delivery_date,tracking_no
702,2,1,Low,Received,2024-01-04,2024-01-16,2024-01-16,TRK-000702
703,2,1,High,Received,2025-05-20,2025-06-01,2025-06-01,TRK-000703
704,2,1,High,Received,2024-01-15,2024-01-27,2024-01-30,TRK-000704
705,2,1,Low,Received,2025-05-24,2025-06-05,2025-06-05,TRK-000705
706,4,1,Low,Received,2024-01-12,2024-01-16,2024-01-16,TRK-000706
707,4,1,Low,Received,2025-05-28,2025-06-01,2025-06-01,TRK-000707
708,2,1,Normal,Received,2024-01-05,2024-01-17,2024-01-17,TRK-000708
709,2,1,Normal,Received,2025-05-21,2025-06-02,2025-06-02,TRK-000709
710,2,1,Normal,Received,2024-01-15,2024-01-27,2024-01-27,TRK-000710
711,2,1,Normal,Received,2025-05-31,2025-06-12,2025-06-12,TRK-000711
712,2,1,Normal,Received,2024-01-10,2024-01-22,2024-01-22,TRK-000712
713,2,1,High,Received,2025-05-25,2025-06-06,2025-06-06,TRK-000713
714,2,1,Low,Received,2024-01-06,2024-01-18,2024-01-18,TRK-000714
715,2,1,Low,Received,2025-05-22,2025-06-03,2025-06-03,TRK-000715
716,4,1,High,Cancelled,2024-01-09,2024-01-13,,TRK-000716
717,4,1,Normal,Received,2025-01-06,2025-01-10,2025-01-10,TRK-000717
718,2,1,Normal,Received,2024-01-10,2024-01-22,2024-01-22,TRK-000718
719,2,1,Low,Received,2025-05-24,2025-06-05,2025-06-09,TRK-000719
720,1,1,Normal,Received,2024-01-08,2024-01-15,2024-01-15,TRK-000720
721,1,1,Low,Received,2025-05-23,2025-05-30,2025-05-30,TRK-000721
722,3,1,Low,Received,2024-01-12,2024-01-17,2024-01-17,TRK-000722
723,3,1,High,Received,2025-05-27,2025-06-01,2025-06-03,TRK-000723
724,1,1,Normal,Received,2024-01-11,2024-01-18,2024-01-18,TRK-000724
725,1,1,Normal,Received,2024-07-29,2024-08-05,2024-08-05,TRK-000725
726,1,1,Normal,Received,2025-02-17,2025-02-24,2025-02-26,TRK-000726
727,1,1,Normal,Received,2025-08-31,2025-09-07,2025-09-07,TRK-000727
728,1,1,Normal,Received,2024-01-09,2024-01-16,2024-01-16,TRK-000728
729,1,1,Normal,Received,2025-05-22,2025-05-29,2025-05-29,TRK-000729
730,5,1,High,Cancelled,2024-01-03,2024-01-09,,TRK-000730
731,5,1,Normal,Cancelled,2024-12-15,2024-12-21,,TRK-000731
732,5,1,Normal,Received,2025-11-23,2025-11-29,2025-11-29,TRK-000732
733,1,1,Normal,Received,2024-01-13,2024-01-20,2024-01-20,TRK-000733
734,1,1,Low,Received,2025-05-27,2025-06-03,2025-06-06,TRK-000734
735,4,1,Normal,Received,2024-01-10,2024-01-14,2024-01-14,TRK-000735
736,4,1,Normal,Received,2025-05-26,2025-05-30,2025-05-30,TRK-000736
737,1,1,High,Received,2024-01-02,2024-01-09,2024-01-09,TRK-000737
738,1,1,High,Received,2025-05-15,2025-05-22,2025-05-22,TRK-000738
739,2,1,Normal,Received,2024-01-05,2024-01-17,2024-01-17,TRK-000739
740,2,1,Low,Received,2025-05-18,2025-05-30,2025-05-30,TRK-000740
741,1,1,Normal,Cancelled,2024-01-04,2024-01-11,,TRK-000741
742,1,1,Normal,Received,2025-05-22,2025-05-29,2025-05-29,TRK-000742
743,1,1,Low,Received,2024-01-12,2024-01-19,2024-01-19,TRK-000743
744,1,1,Normal,Received,2025-05-27,2025-06-03,2025-06-03,TRK-000744
745,3,1,Normal,Cancelled,2024-01-12,2024-01-17,,TRK-000745
746,3,1,Normal,Received,2025-05-27,2025-06-01,2025-06-01,TRK-000746
747,1,1,Normal,Received,2024-01-05,2024-01-12,2024-01-12,TRK-000747
748,1,1,Low,Received,2025-05-23,2025-05-30,2025-05-30,TRK-000748
749,2,1,Normal,Received,2024-01-12,2024-01-24,2024-01-24,TRK-000749
750,2,1,High,Received,2025-05-26,2025-06-07,2025-06-07,TRK-000750
751,4,1,Normal,Received,2024-01-05,2024-01-09,2024-01-09,TRK-000751
752,4,1,Low,Received,2025-05-16,2025-05-20,2025-05-20,TRK-000752
753,3,1,High,Received,2024-01-07,2024-01-12,2024-01-12,TRK-000753
754,3,1,Low,Received,2025-05-22,2025-05-27,2025-05-27,TRK-000754
755,1,1,High,Received,2024-01-08,2024-01-15,2024-01-15,TRK-000755
756,1,1,High,Received,2025-05-19,2025-05-26,2025-05-26,TRK-000756
757,4,1,High,Received,2024-01-04,2024-01-08,2024-01-11,TRK-000757
758,4,1,High,Cancelled,2025-05-19,2025-05-23,,TRK-000758
759,6,1,Normal,Received,2024-01-07,2024-01-21,2024-01-21,TRK-000759
760,6,1,Normal,Received,2025-05-26,2025-06-09,2025-06-09,TRK-000760
761,1,1,Normal,Cancelled,2024-01-05,2024-01-12,,TRK-000761
762,1,1,Low,Cancelled,2025-05-22,2025-05-29,,TRK-000762
763,3,1,Normal,Received,2024-01-11,2024-01-16,2024-01-16,TRK-000763
764,3,1,High,Received,2025-05-21,2025-05-26,2025-05-26,TRK-000764
765,1,1,Normal,Received,2024-01-14,2024-01-21,2024-01-21,TRK-000765
766,1,1,Normal,Received,2025-06-01,2025-06-08,2025-06-08,TRK-000766
767,5,1,High,Received,2024-01-15,2024-01-21,2024-01-21,TRK-000767
768,5,1,Normal,Received,2025-05-27,2025-06-02,2025-06-02,TRK-000768
769,4,1,Low,Cancelled,2024-01-13,2024-01-17,,TRK-000769
770,4,1,Normal,Received,2025-05-28,2025-06-01,2025-06-01,TRK-000770
771,1,1,Normal,Received,2024-01-11,2024-01-18,2024-01-18,TRK-000771
772,1,1,Low,Received,2025-05-27,2025-06-03,2025-06-03,TRK-000772
773,4,1,Low,Cancelled,2024-01-14,2024-01-18,,TRK-000773
774,4,1,Normal,Received,2025-05-27,2025-05-31,2025-05-31,TRK-000774
775,4,1,Normal,Received,2024-01-15,2024-01-19,2024-01-19,TRK-000775
776,4,1,Low,Cancelled,2025-05-31,2025-06-04,,TRK-000776
777,1,1,Normal,Cancelled,2024-01-07,2024-01-14,,TRK-000777
778,1,1,Normal,Received,2025-05-26,2025-06-02,2025-06-02,TRK-000778
779,2,1,Normal,Cancelled,2024-01-05,2024-01-17,,TRK-000779
780,2,1,Low,Received,2025-05-20,2025-06-01,2025-06-01,TRK-000780
781,5,1,Normal,Received,2024-01-07,2024-01-13,2024-01-13,TRK-000781
782,5,1,Low,Received,2025-05-22,2025-05-28,2025-05-28,TRK-000782
783,2,1,Low,Received,2024-01-11,2024-01-23,2024-01-23,TRK-000783
784,2,1,High,Received,2025-05-22,2025-06-03,2025-06-03,TRK-000784
785,2,1,High,Received,2024-01-11,2024-01-23,2024-01-23,TRK-000785
786,2,1,Normal,Received,2025-05-26,2025-06-07,2025-06-07,TRK-000786
787,1,1,High,Received,2024-01-02,2024-01-09,2024-01-09,TRK-000787
788,1,1,Normal,Received,2025-05-14,2025-05-21,2025-05-21,TRK-000788
789,5,1,High,Received,2024-01-06,2024-01-12,2024-01-12,TRK-000789
790,5,1,Normal,Received,2025-05-15,2025-05-21,2025-05-21,TRK-000790
791,1,1,Normal,Received,2024-01-02,2024-01-09,2024-01-09,TRK-000791
792,1,1,Normal,Received,2025-05-14,2025-05-21,2025-05-21,TRK-000792
793,2,1,Normal,Received,2024-01-03,2024-01-15,2024-01-15,TRK-000793
794,2,1,Normal,Received,2025-05-17,2025-05-29,2025-05-29,TRK-000794
795,1,1,High,Received,2024-01-04,2024-01-11,2024-01-15,TRK-000795
796,1,1,Normal,Received,2025-05-17,2025-05-24,2025-05-24,TRK-000796
797,4,1,Normal,Received,2024-01-01,2024-01-05,2024-01-05,TRK-000797
798,4,1,Normal,Received,2025-05-17,2025-05-21,2025-05-21,TRK-000798
799,1,1,Normal,Received,2024-01-09,2024-01-16,2024-01-16,TRK-000799
800,1,1,Normal,Received,2025-05-23,2025-05-30,2025-05-30,TRK-000800
801,3,1,High,Received,2024-01-08,2024-01-13,2024-01-13,TRK-000801
802,3,1,Normal,Received,2025-05-17,2025-05-22,2025-05-22,TRK-000802
803,5,1,Normal,Received,2024-01-07,2024-01-13,2024-01-13,TRK-000803
804,5,1,Normal,Received,2025-05-21,2025-05-27,2025-05-27,TRK-000804
805,2,1,High,Received,2024-01-13,2024-01-25,2024-01-25,TRK-000805
806,2,1,Normal,Received,2025-05-24,2025-06-05,2025-06-05,TRK-000806
807,4,1,Low,Received,2024-01-11,2024-01-15,2024-01-15,TRK-000807
808,4,1,High,Received,2025-05-29,2025-06-02,2025-06-02,TRK-000808
809,4,1,Normal,Received,2024-01-04,2024-01-08,2024-01-09,TRK-000809
810,4,1,Normal,Received,2025-05-18,2025-05-22,2025-05-22,TRK-000810
811,2,1,High,Received,2024-01-09,2024-01-21,2024-01-21,TRK-000811
812,2,1,Low,Received,2025-05-26,2025-06-07,2025-06-07,TRK-000812
813,5,1,Normal,Received,2024-01-13,2024-01-19,2024-01-19,TRK-000813
814,5,1,Normal,Received,2025-05-29,2025-06-04,2025-06-04,TRK-000814
815,5,1,Low,Cancelled,2024-01-02,2024-01-08,,TRK-000815
816,5,1,High,Cancelled,2025-05-11,2025-05-17,,TRK-000816
817,2,1,Normal,Received,2024-01-02,2024-01-14,2024-01-14,TRK-000817
818,2,1,Normal,Received,2025-05-11,2025-05-23,2025-05-26,TRK-000818
819,1,1,Normal,Received,2024-01-13,2024-01-20,2024-01-20,TRK-000819
820,1,1,Normal,Received,2025-05-28,2025-06-04,2025-06-04,TRK-000820
821,2,1,Normal,Received,2024-01-13,2024-01-25,2024-01-25,TRK-000821
822,2,1,Low,Received,2025-05-26,2025-06-07,2025-06-07,TRK-000822
823,4,1,High,Cancelled,2024-01-14,2024-01-18,,TRK-000823
824,4,1,Normal,Received,2025-05-27,2025-05-31,2025-05-31,TRK-000824
825,1,1,Low,Received,2024-01-13,2024-01-20,2024-01-20,TRK-000825
826,1,1,Low,Received,2025-05-26,2025-06-02,2025-06-02,TRK-000826
827,4,1,High,Received,2024-01-10,2024-01-14,2024-01-14,TRK-000827
828,4,1,Low,Received,2025-05-24,2025-05-28,2025-06-02,TRK-000828
829,4,1,Normal,Received,2024-01-01,2024-01-05,2024-01-05,TRK-000829
830,4,1,Low,Received,2025-05-17,2025-05-21,2025-05-21,TRK-000830
831,1,1,Normal,Received,2024-01-01,2024-01-08,2024-01-08,TRK-000831
832,1,1,High,Received,2025-05-14,2025-05-21,2025-05-21,TRK-000832
833,4,1,High,Cancelled,2024-01-03,2024-01-07,,TRK-000833
834,4,1,Normal,Received,2025-05-20,2025-05-24,2025-05-24,TRK-000834
835,2,1,High,Received,2024-01-08,2024-01-20,2024-01-20,TRK-000835
836,2,1,Low,Received,2025-05-21,2025-06-02,2025-06-02,TRK-000836
837,4,1,Normal,Cancelled,2024-01-14,2024-01-18,,TRK-000837
838,4,1,High,Received,2025-05-25,2025-05-29,2025-05-29,TRK-000838
839,2,1,High,Cancelled,2024-01-12,2024-01-24,,TRK-000839
840,2,1,Normal,Received,2025-05-23,2025-06-04,2025-06-07,TRK-000840
841,1,1,Normal,Received,2024-01-14,2024-01-21,2024-01-21,TRK-000841
842,1,1,Normal,Cancelled,2025-06-01,2025-06-08,,TRK-000842
843,2,1,Normal,Cancelled,2024-01-08,2024-01-20,,TRK-000843
844,2,1,Normal,Received,2025-05-20,2025-06-01,2025-06-01,TRK-000844
845,4,1,Low,Received,2024-01-08,2024-01-12,2024-01-12,TRK-000845
846,4,1,High,Cancelled,2025-05-25,2025-05-29,,TRK-000846
847,3,1,Normal,Received,2024-01-14,2024-01-19,2024-01-19,TRK-000847
848,3,1,Normal,Received,2025-05-27,2025-06-01,2025-06-01,TRK-000848
849,4,1,Low,Received,2024-01-09,2024-01-13,2024-01-13,TRK-000849
850,4,1,High,Received,2025-05-21,2025-05-25,2025-05-25,TRK-000850
851,4,1,Normal,Cancelled,2024-01-08,2024-01-12,,TRK-000851
852,4,1,Low,Cancelled,2025-05-27,2025-05-31,,TRK-000852
853,1,1,Low,Received,2024-01-09,2024-01-16,2024-01-16,TRK-000853
854,1,1,Normal,Received,2025-05-25,2025-06-01,2025-06-01,TRK-000854
855,3,1,Low,Received,2024-01-01,2024-01-06,2024-01-09,TRK-000855
856,3,1,Normal,Received,2025-05-18,2025-05-23,2025-05-23,TRK-000856
857,4,1,Normal,Cancelled,2024-01-13,2024-01-17,,TRK-000857
858,4,1,Normal,Received,2025-05-31,2025-06-04,2025-06-05,TRK-000858
859,1,1,Normal,Received,2024-01-13,2024-01-20,2024-01-20,TRK-000859
860,1,1,Normal,Received,2025-05-30,2025-06-06,2025-06-06,TRK-000860
861,1,1,Normal,Cancelled,2024-01-09,2024-01-16,,TRK-000861
862,1,1,High,Received,2025-05-27,2025-06-03,2025-06-03,TRK-000862
863,3,1,High,Received,2024-01-04,2024-01-09,2024-01-09,TRK-000863
864,3,1,Low,Received,2025-05-14,2025-05-19,2025-05-19,TRK-000864
865,1,1,Normal,Received,2024-01-01,2024-01-08,2024-01-12,TRK-000865
866,1,1,Normal,Received,2025-05-17,2025-05-24,2025-05-24,TRK-000866
867,2,1,Normal,Received,2024-01-08,2024-01-20,2024-01-20,TRK-000867
868,2,1,Normal,Received,2025-05-23,2025-06-04,2025-06-04,TRK-000868
869,2,1,Normal,Received,2024-01-12,2024-01-24,2024-01-24,TRK-000869
870,2,1,Normal,Cancelled,2025-05-30,2025-06-11,,TRK-000870
871,2,1,Normal,Cancelled,2024-01-05,2024-01-17,,TRK-000871
872,2,1,Low,Received,2025-05-16,2025-05-28,2025-05-28,TRK-000872
873,4,1,High,Received,2024-01-05,2024-01-09,2024-01-09,TRK-000873
874,4,1,Low,Cancelled,2025-05-21,2025-05-25,,TRK-000874
875,2,1,High,Received,2024-01-15,2024-01-27,2024-01-27,TRK-000875
876,2,1,Low,Cancelled,2025-06-03,2025-06-15,,TRK-000876
877,4,1,Normal,Received,2024-01-06,2024-01-10,2024-01-10,TRK-000877
878,4,1,Normal,Received,2025-05-16,2025-05-20,2025-05-20,TRK-000878
879,4,1,Low,Received,2024-01-05,2024-01-09,2024-01-09,TRK-000879
880,4,1,Normal,Received,2025-05-16,2025-05-20,2025-05-20,TRK-000880
881,4,1,Normal,Cancelled,2024-01-12,2024-01-16,,TRK-000881
882,4,1,Normal,Received,2025-05-28,2025-06-01,2025-06-01,TRK-000882
883,3,1,Normal,Received,2024-01-06,2024-01-11,2024-01-11,TRK-000883
884,3,1,High,Received,2025-05-24,2025-05-29,2025-05-29,TRK-000884
885,3,1,Low,Received,2024-01-09,2024-01-14,2024-01-14,TRK-000885
886,3,1,Low,Received,2025-05-18,2025-05-23,2025-05-23,TRK-000886
887,2,1,Normal,Received,2024-01-15,2024-01-27,2024-01-30,TRK-000887
888,2,1,Normal,Cancelled,2025-05-29,2025-06-10,,TRK-000888
889,5,1,Normal,Received,2024-01-08,2024-01-14,2024-01-14,TRK-000889
890,5,1,Low,Received,2025-05-24,2025-05-30,2025-05-30,TRK-000890
891,2,1,Normal,Received,2024-01-14,2024-01-26,2024-01-26,TRK-000891
892,2,1,Low,Received,2025-05-29,2025-06-10,2025-06-10,TRK-000892
893,3,1,Normal,Received,2024-01-14,2024-01-19,2024-01-19,TRK-000893
894,3,1,High,Received,2025-05-25,2025-05-30,2025-06-01,TRK-000894
895,2,1,Normal,Received,2024-01-09,2024-01-21,2024-01-21,TRK-000895
896,2,1,Normal,Received,2025-05-18,2025-05-30,2025-05-30,TRK-000896
897,1,1,High,Cancelled,2024-01-05,2024-01-12,,TRK-000897
898,1,1,Normal,Received,2025-05-17,2025-05-24,2025-05-24,TRK-000898
899,5,1,Normal,Received,2024-01-14,2024-01-20,2024-01-20,TRK-000899
900,5,1,Low,Received,2025-05-23,2025-05-29,2025-05-29,TRK-000900
901,3,1,Normal,Received,2024-01-11,2024-01-16,2024-01-16,TRK-000901
902,3,1,Normal,Cancelled,2025-05-22,2025-05-27,,TRK-000902
903,2,1,Low,Received,2024-01-10,2024-01-22,2024-01-22,TRK-000903
904,2,1,Normal,Received,2025-05-22,2025-06-03,2025-06-03,TRK-000904
905,3,1,Low,Received,2024-01-11,2024-01-16,2024-01-21,TRK-000905
906,3,1,Low,Received,2025-05-25,2025-05-30,2025-05-30,TRK-000906
907,4,1,Low,Received,2024-01-11,2024-01-15,2024-01-16,TRK-000907
908,4,1,High,Received,2025-05-26,2025-05-30,2025-05-30,TRK-000908
909,1,1,Normal,Received,2024-01-01,2024-01-08,2024-01-08,TRK-000909
910,1,1,Low,Received,2025-05-14,2025-05-21,2025-05-21,TRK-000910
911,1,1,High,Received,2024-01-14,2024-01-21,2024-01-21,TRK-000911
912,1,1,Low,Received,2025-05-27,2025-06-03,2025-06-03,TRK-000912
913,5,1,Normal,Received,2024-01-08,2024-01-14,2024-01-16,TRK-000913
914,5,1,Low,Cancelled,2025-05-17,2025-05-23,,TRK-000914
915,4,1,Normal,Received,2024-01-07,2024-01-11,2024-01-11,TRK-000915
916,4,1,Low,Received,2025-05-19,2025-05-23,2025-05-23,TRK-000916
917,2,1,Normal,Received,2024-01-06,2024-01-18,2024-01-18,TRK-000917
918,2,1,Normal,Received,2025-05-21,2025-06-02,2025-06-02,TRK-000918
919,4,1,High,Received,2024-01-09,2024-01-13,2024-01-13,TRK-000919
920,4,1,Low,Received,2025-05-18,2025-05-22,2025-05-26,TRK-000920
921,1,1,High,Received,2024-01-10,2024-01-17,2024-01-17,TRK-000921
922,1,1,Normal,Received,2025-05-21,2025-05-28,2025-05-28,TRK-000922
923,2,1,Low,Received,2024-01-06,2024-01-18,2024-01-18,TRK-000923
924,2,1,High,Received,2025-05-23,2025-06-04,2025-06-04,TRK-000924
925,2,1,High,Received,2024-01-13,2024-01-25,2024-01-25,TRK-000925
926,2,1,High,Received,2025-06-01,2025-06-13,2025-06-13,TRK-000926
927,1,1,High,Received,2024-01-01,2024-01-08,2024-01-08,TRK-000927
928,1,1,Low,Received,2025-05-17,2025-05-24,2025-05-25,TRK-000928
929,3,1,High,Received,2024-01-12,2024-01-17,2024-01-17,TRK-000929
930,3,1,Low,Received,2025-05-28,2025-06-02,2025-06-02,TRK-000930
931,1,1,Low,Received,2024-01-02,2024-01-09,2024-01-09,TRK-000931
932,1,1,Normal,Received,2025-05-20,2025-05-27,2025-05-27,TRK-000932
933,1,1,Normal,Received,2024-01-09,2024-01-16,2024-01-16,TRK-000933
934,1,1,Low,Received,2025-05-21,2025-05-28,2025-05-28,TRK-000934
935,3,1,Low,Received,2024-01-09,2024-01-14,2024-01-15,TRK-000935
936,3,1,Low,Cancelled,2025-05-19,2025-05-24,,TRK-000936
937,4,1,High,Cancelled,2024-01-12,2024-01-16,,TRK-000937
938,4,1,Normal,Received,2025-05-31,2025-06-04,2025-06-04,TRK-000938
939,2,1,High,Received,2024-01-09,2024-01-21,2024-01-21,TRK-000939
940,2,1,Low,Cancelled,2025-05-22,2025-06-03,,TRK-000940
941,2,1,Normal,Received,2024-01-13,2024-01-25,2024-01-25,TRK-000941
942,2,1,Normal,Received,2025-05-28,2025-06-09,2025-06-09,TRK-000942
943,3,1,High,Received,2024-01-13,2024-01-18,2024-01-18,TRK-000943
944,3,1,High,Cancelled,2025-05-27,2025-06-01,,TRK-000944
945,2,1,Normal,Received,2024-01-12,2024-01-24,2024-01-25,TRK-000945
946,2,1,Normal,Received,2025-05-25,2025-06-06,2025-06-06,TRK-000946
947,1,1,High,Received,2024-01-06,2024-01-13,2024-01-13,TRK-000947
948,1,1,Normal,Received,2025-05-15,2025-05-22,2025-05-22,TRK-000948
949,2,1,Normal,Cancelled,2024-01-08,2024-01-20,,TRK-000949
950,2,1,Normal,Received,2025-05-17,2025-05-29,2025-05-29,TRK-000950
951,4,1,High,Cancelled,2024-01-15,2024-01-19,,TRK-000951
952,4,1,Normal,Received,2025-06-02,2025-06-06,2025-06-08,TRK-000952
953,5,1,Normal,Received,2024-01-02,2024-01-08,2024-01-08,TRK-000953
954,5,1,Normal,Received,2025-05-15,2025-05-21,2025-05-21,TRK-000954
955,2,1,Normal,Received,2024-01-09,2024-01-21,2024-01-21,TRK-000955
956,2,1,High,Received,2025-05-26,2025-06-07,2025-06-07,TRK-000956
957,4,1,High,Received,2024-01-07,2024-01-11,2024-01-16,TRK-000957
958,4,1,Normal,Cancelled,2025-05-26,2025-05-30,,TRK-000958
959,6,1,High,Received,2024-01-08,2024-01-22,2024-01-22,TRK-000959
960,6,1,Low,Received,2025-05-27,2025-06-10,2025-06-10,TRK-000960
961,1,1,Normal,Cancelled,2024-01-15,2024-01-22,,TRK-000961
962,1,1,High,Received,2025-05-29,2025-06-05,2025-06-05,TRK-000962
963,1,1,High,Received,2024-01-03,2024-01-10,2024-01-10,TRK-000963
964,1,1,Normal,Received,2025-05-19,2025-05-26,2025-05-26,TRK-000964
965,1,1,Normal,Cancelled,2024-01-03,2024-01-10,,TRK-000965
966,1,1,Low,Received,2025-05-20,2025-05-27,2025-05-27,TRK-000966
967,4,1,Normal,Received,2024-01-07,2024-01-11,2024-01-11,TRK-000967
968,4,1,Low,Received,2025-05-20,2025-05-24,2025-05-24,TRK-000968
969,1,1,Normal,Received,2024-01-03,2024-01-10,2024-01-10,TRK-000969
970,1,1,Low,Cancelled,2025-05-22,2025-05-29,,TRK-000970
971,4,1,High,Received,2024-01-02,2024-01-06,2024-01-06,TRK-000971
972,4,1,Normal,Received,2025-05-21,2025-05-25,2025-05-25,TRK-000972
973,3,1,Low,Received,2024-01-11,2024-01-16,2024-01-16,TRK-000973
974,3,1,Normal,Received,2025-05-26,2025-05-31,2025-05-31,TRK-000974
975,2,1,Low,Received,2024-01-13,2024-01-25,2024-01-25,TRK-000975
976,2,1,High,Received,2025-05-25,2025-06-06,2025-06-06,TRK-000976
977,2,1,High,Received,2024-01-03,2024-01-15,2024-01-15,TRK-000977
978,2,1,High,Received,2025-05-21,2025-06-02,2025-06-03,TRK-000978
979,4,1,Normal,Cancelled,2024-01-07,2024-01-11,,TRK-000979
980,4,1,Normal,Received,2025-05-20,2025-05-24,2025-05-24,TRK-000980
981,3,1,High,Received,2024-01-07,2024-01-12,2024-01-12,TRK-000981
982,3,1,Normal,Received,2025-05-17,2025-05-22,2025-05-22,TRK-000982
983,1,1,Low,Received,2024-01-09,2024-01-16,2024-01-16,TRK-000983
984,1,1,Normal,Received,2025-05-19,2025-05-26,2025-05-26,TRK-000984
985,2,1,High,Received,2024-01-11,2024-01-23,2024-01-23,TRK-000985
986,2,1,Normal,Received,2025-05-24,2025-06-05,2025-06-08,TRK-000986
987,4,1,Low,Received,2024-01-04,2024-01-08,2024-01-08,TRK-000987
988,4,1,High,Received,2025-05-13,2025-05-17,2025-05-17,TRK-000988
989,5,1,Normal,Received,2024-01-01,2024-01-07,2024-01-07,TRK-000989
990,5,1,Normal,Received,2025-05-18,2025-05-24,2025-05-24,TRK-000990
991,2,1,Normal,Received,2024-01-06,2024-01-18,2024-01-18,TRK-000991
992,2,1,High,Cancelled,2025-05-20,2025-06-01,,TRK-000992
993,4,1,Normal,Cancelled,2024-01-01,2024-01-05,,TRK-000993
994,4,1,Low,Received,2025-05-13,2025-05-17,2025-05-17,TRK-000994
995,5,1,High,Received,2024-01-11,2024-01-17,2024-01-20,TRK-000995
996,5,1,High,Received,2025-05-25,2025-05-31,2025-05-31,TRK-000996
997,4,1,High,Received,2024-01-10,2024-01-14,2024-01-14,TRK-000997
998,4,1,Normal,Cancelled,2025-05-22,2025-05-26,,TRK-000998
999,2,1,High,Received,2024-01-12,2024-01-24,2024-01-24,TRK-000999
1000,2,1,Normal,Received,2025-05-24,2025-06-05,2025-06-05,TRK-001000
1001,1,1,Normal,Received,2024-01-05,2024-01-12,2024-01-12,TRK-001001
1002,1,1,Normal,Cancelled,2025-05-19,2025-05-26,,TRK-001002
1003,3,1,Low,Received,2024-01-08,2024-01-13,2024-01-13,TRK-001003
1004,3,1,Normal,Received,2025-05-27,2025-06-01,2025-06-01,TRK-001004
1005,3,1,Normal,Cancelled,2024-01-06,2024-01-11,,TRK-001005
1006,3,1,Normal,Received,2025-05-15,2025-05-20,2025-05-20,TRK-001006
1007,2,1,Normal,Received,2024-01-01,2024-01-13,2024-01-13,TRK-001007
1008,2,1,Normal,Cancelled,2025-05-18,2025-05-30,,TRK-001008
1009,2,1,Low,Received,2024-01-10,2024-01-22,2024-01-22,TRK-001009
1010,2,1,Low,Received,2025-05-25,2025-06-06,2025-06-06,TRK-001010
1011,3,1,Normal,Received,2024-01-15,2024-01-20,2024-01-20,TRK-001011
1012,3,1,Normal,Cancelled,2025-06-02,2025-06-07,,TRK-001012
1013,2,1,High,Received,2024-01-02,2024-01-14,2024-01-14,TRK-001013
1014,2,1,Low,Received,2025-05-21,2025-06-02,2025-06-02,TRK-001014
1015,4,1,Normal,Received,2024-01-03,2024-01-07,2024-01-07,TRK-001015
1016,4,1,Low,Received,2025-05-12,2025-05-16,2025-05-16,TRK-001016
1017,4,1,High,Received,2024-01-08,2024-01-12,2024-01-12,TRK-001017
1018,4,1,Low,Received,2025-05-19,2025-05-23,2025-05-23,TRK-001018
1019,2,1,Normal,Received,2024-01-04,2024-01-16,2024-01-16,TRK-001019
1020,2,1,Normal,Cancelled,2025-05-14,2025-05-26,,TRK-001020
1021,5,1,High,Cancelled,2024-01-07,2024-01-13,,TRK-001021
1022,5,1,Low,Cancelled,2025-05-20,2025-05-26,,TRK-001022
1023,5,1,Low,Cancelled,2024-01-09,2024-01-15,,TRK-001023
1024,5,1,Low,Received,2025-05-23,2025-05-29,2025-05-29,TRK-001024
1025,3,1,High,Received,2024-01-12,2024-01-17,2024-01-17,TRK-001025
1026,3,1,Normal,Received,2025-05-29,2025-06-03,2025-06-03,TRK-001026
1027,1,1,Normal,Received,2024-01-07,2024-01-14,2024-01-14,TRK-001027
1028,1,1,High,Received,2025-05-18,2025-05-25,2025-05-25,TRK-001028
1029,3,1,Normal,Cancelled,2024-01-09,2024-01-14,,TRK-001029
1030,3,1,Normal,Received,2025-05-21,2025-05-26,2025-05-26,TRK-001030
1031,4,1,High,Received,2024-01-04,2024-01-08,2024-01-08,TRK-001031
1032,4,1,Normal,Received,2025-05-15,2025-05-19,2025-05-19,TRK-001032
1033,4,1,Normal,Received,2024-01-11,2024-01-15,2024-01-15,TRK-001033
1034,4,1,Normal,Received,2025-05-30,2025-06-03,2025-06-03,TRK-001034
1035,2,1,Normal,Cancelled,2024-01-05,2024-01-17,,TRK-001035
1036,2,1,Normal,Received,2025-05-17,2025-05-29,2025-05-29,TRK-001036
1037,1,1,High,Received,2024-01-15,2024-01-22,2024-01-22,TRK-001037
1038,1,1,Normal,Received,2024-07-31,2024-08-07,2024-08-07,TRK-001038
1039,1,1,High,Received,2025-02-14,2025-02-21,2025-02-21,TRK-001039
1040,1,1,Normal,Received,2025-08-30,2025-09-06,2025-09-06,TRK-001040
1041,4,1,Low,Received,2024-01-05,2024-01-09,2024-01-09,TRK-001041
1042,4,1,Normal,Received,2025-05-14,2025-05-18,2025-05-22,TRK-001042
1043,3,1,Normal,Received,2024-01-04,2024-01-09,2024-01-09,TRK-001043
1044,3,1,High,Cancelled,2025-05-17,2025-05-22,,TRK-001044
1045,1,1,Low,Received,2024-01-11,2024-01-18,2024-01-19,TRK-001045
1046,1,1,Low,Received,2025-05-27,2025-06-03,2025-06-03,TRK-001046
1047,3,1,High,Received,2024-01-08,2024-01-13,2024-01-13,TRK-001047
1048,3,1,Normal,Received,2025-05-24,2025-05-29,2025-05-31,TRK-001048
1049,3,1,Normal,Received,2024-01-11,2024-01-16,2024-01-16,TRK-001049
1050,3,1,High,Received,2025-05-24,2025-05-29,2025-05-29,TRK-001050
