log_id,item_id,user_id,log_type,quantity_changed,stock_after_change,reference_so_id,notes,timestamp
1623,205,2,SALE,-1,16,,Ref: sales_id=494,2024-10-26 11:49:46
1624,205,2,SALE,-1,15,,Ref: sales_id=1317,2025-08-22 16:21:28
1625,206,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1626,206,1,RESTOCK,10,20,585.0,Stock received from supplier,2024-01-21 09:00:00
1627,206,4,SALE,-1,19,,Ref: sales_id=130,2024-02-26 10:43:13
1628,206,4,SALE,-1,18,,Ref: sales_id=133,2024-02-26 13:34:32
1629,206,1,RESTOCK,13,31,586.0,Stock received from supplier,2025-06-05 09:00:00
1630,207,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1631,207,1,RESTOCK,8,18,587.0,Stock received from supplier,2024-01-12 09:00:00
1632,207,3,SALE,-1,17,,Ref: sales_id=1030,2025-03-11 15:01:13
1633,208,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1634,208,3,SALE,-1,9,,Ref: sales_id=753,2024-12-15 08:34:44
1635,208,1,RESTOCK,11,20,590.0,Stock received from supplier,2025-06-06 09:00:00
1636,209,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1637,209,1,RESTOCK,13,23,591.0,Stock received from supplier,2024-01-27 09:00:00
1638,209,2,SALE,-1,22,,Ref: sales_id=202,2024-04-30 13:47:52
1639,209,1,RESTOCK,14,36,592.0,Stock received from supplier,2025-06-19 09:00:00
1640,210,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1641,210,1,RESTOCK,10,20,593.0,Stock received from supplier,2024-01-17 09:00:00
1642,210,3,SALE,-1,19,,Ref: sales_id=107,2024-02-15 13:41:33
1643,210,2,SALE,-1,18,,Ref: sales_id=851,2025-01-15 17:45:39
1644,210,2,SALE,-1,17,,Ref: sales_id=1282,2025-08-06 12:30:19
1645,211,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1646,211,1,RESTOCK,13,23,595.0,Stock received from supplier,2024-01-25 09:00:00
1647,211,4,SALE,-2,21,,Ref: sales_id=1047,2025-03-17 17:52:52
1648,211,3,SALE,-2,19,,Ref: sales_id=1407,2025-12-14 17:21:03
1649,212,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1650,212,4,SALE,-2,8,,Ref: sales_id=555,2024-11-21 15:54:25
1651,212,1,RESTOCK,11,19,598.0,Stock received from supplier,2025-06-05 09:00:00
1652,213,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1653,213,1,RESTOCK,10,20,599.0,Stock received from supplier,2024-01-20 09:00:00
1654,213,1,RESTOCK,10,30,600.0,Stock received from supplier,2025-06-02 09:00:00
1655,213,3,SALE,-2,28,,Ref: sales_id=1320,2025-08-24 11:31:07
1656,214,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1657,214,1,RESTOCK,10,20,601.0,Stock received from supplier,2024-01-16 09:00:00
1658,214,4,SALE,-1,19,,Ref: sales_id=42,2024-01-22 14:51:40
1659,215,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1660,215,1,RESTOCK,14,24,603.0,Stock received from supplier,2024-01-15 09:00:00
1661,215,4,SALE,-5,19,,Ref: sales_id=695,2024-12-05 15:45:54
1662,215,1,RESTOCK,11,30,604.0,Stock received from supplier,2025-06-02 09:00:00
1663,216,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1664,216,1,RESTOCK,8,18,605.0,Stock received from supplier,2024-01-19 09:00:00
1665,216,3,SALE,-1,17,,Ref: sales_id=466,2024-10-09 12:41:47
1666,216,3,SALE,-1,16,,Ref: sales_id=780,2024-12-20 12:56:37
1667,217,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1668,217,1,RESTOCK,10,20,607.0,Stock received from supplier,2024-01-11 09:00:00
1669,217,4,SALE,-1,19,,Ref: sales_id=923,2025-01-31 14:51:47
1670,217,2,SALE,-1,18,,Ref: sales_id=919,2025-01-31 15:39:49
1671,217,1,RESTOCK,14,32,608.0,Stock received from supplier,2025-05-29 09:00:00
1672,218,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1673,218,1,RESTOCK,14,24,609.0,Stock received from supplier,2024-01-30 09:00:00
1674,218,2,SALE,-1,23,,Ref: sales_id=379,2024-08-16 10:10:57
1675,218,1,RESTOCK,14,37,610.0,Stock received from supplier,2025-06-13 09:00:00
1676,219,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1677,219,1,RESTOCK,12,22,611.0,Stock received from supplier,2024-01-14 09:00:00
1678,219,4,SALE,-1,21,,Ref: sales_id=137,2024-03-01 13:51:16
1679,219,1,RESTOCK,12,33,612.0,Stock received from supplier,2025-05-27 09:00:00
1680,220,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1681,220,3,SALE,-1,9,,Ref: sales_id=757,2024-12-16 13:43:07
1682,220,1,RESTOCK,14,23,614.0,Stock received from supplier,2025-06-08 09:00:00
1683,220,3,SALE,-1,22,,Ref: sales_id=1235,2025-07-12 17:10:03
1684,221,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1685,221,1,RESTOCK,10,20,615.0,Stock received from supplier,2024-01-19 09:00:00
1686,221,4,SALE,-1,19,,Ref: sales_id=652,2024-11-30 10:07:02
1687,221,3,SALE,-1,18,,Ref: sales_id=650,2024-11-30 15:56:07
1688,221,1,RESTOCK,13,31,616.0,Stock received from supplier,2025-06-06 09:00:00
1689,222,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1690,222,1,RESTOCK,12,22,617.0,Stock received from supplier,2024-01-14 09:00:00
1691,222,2,SALE,-1,21,,Ref: sales_id=955,2025-02-08 11:50:46
1692,222,2,SALE,-1,20,,Ref: sales_id=960,2025-02-11 09:33:32
1693,222,1,RESTOCK,10,30,618.0,Stock received from supplier,2025-05-30 09:00:00
1694,223,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1695,223,3,SALE,-1,9,,Ref: sales_id=856,2025-01-16 13:27:34
1696,223,1,RESTOCK,12,21,620.0,Stock received from supplier,2025-06-01 09:00:00
1697,224,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1698,224,4,SALE,-2,8,,Ref: sales_id=813,2024-12-28 17:26:37
1699,225,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1700,225,1,RESTOCK,14,24,623.0,Stock received from supplier,2024-01-08 09:00:00
1701,225,2,SALE,-1,23,,Ref: sales_id=854,2025-01-16 15:57:39
1702,226,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1703,226,3,SALE,-2,8,,Ref: sales_id=15,2024-01-12 08:36:54
1704,226,1,RESTOCK,9,17,625.0,Stock received from supplier,2024-01-25 09:00:00
1705,227,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1706,227,1,RESTOCK,11,21,627.0,Stock received from supplier,2024-01-21 09:00:00
1707,227,2,SALE,-5,16,,Ref: sales_id=123,2024-02-22 14:48:16
1708,227,1,RESTOCK,11,27,628.0,Stock received from supplier,2025-05-31 09:00:00
1709,228,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1710,228,2,SALE,-5,5,,Ref: sales_id=725,2024-12-14 16:08:52
1711,228,3,SALE,-5,0,,Ref: sales_id=1113,2025-05-09 11:50:10
1712,228,1,RESTOCK,13,13,630.0,Stock received from supplier,2025-06-02 09:00:00
1713,229,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1714,229,1,RESTOCK,11,21,631.0,Stock received from supplier,2024-01-10 09:00:00
1715,229,2,SALE,-1,20,,Ref: sales_id=286,2024-06-18 11:27:34
1716,229,1,RESTOCK,13,33,632.0,Stock received from supplier,2025-05-26 09:00:00
1717,230,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1718,230,1,RESTOCK,8,18,633.0,Stock received from supplier,2024-01-27 09:00:00
1719,230,2,SALE,-1,17,,Ref: sales_id=135,2024-03-01 14:38:11
1720,230,2,SALE,-1,16,,Ref: sales_id=160,2024-03-20 09:04:10
1721,230,2,SALE,-1,15,,Ref: sales_id=1150,2025-05-26 16:03:42
1722,230,1,RESTOCK,8,23,634.0,Stock received from supplier,2025-06-12 09:00:00
1723,230,3,SALE,-1,22,,Ref: sales_id=1289,2025-08-08 10:05:36
1724,231,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1725,231,1,RESTOCK,13,23,635.0,Stock received from supplier,2024-01-16 09:00:00
1726,231,2,SALE,-2,21,,Ref: sales_id=1020,2025-03-06 10:41:16
1727,231,4,SALE,-2,19,,Ref: sales_id=1097,2025-05-02 14:21:20
1728,231,1,RESTOCK,10,29,636.0,Stock received from supplier,2025-05-29 09:00:00
1729,232,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1730,232,1,RESTOCK,12,22,637.0,Stock received from supplier,2024-01-24 09:00:00
1731,232,2,SALE,-1,21,,Ref: sales_id=434,2024-09-21 17:59:43
1732,232,1,RESTOCK,9,30,638.0,Stock received from supplier,2025-06-07 09:00:00
1733,233,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1734,233,3,SALE,-1,9,,Ref: sales_id=743,2024-12-15 14:00:14
1735,233,3,SALE,-1,8,,Ref: sales_id=783,2024-12-21 13:24:09
1736,233,4,SALE,-1,7,,Ref: sales_id=797,2024-12-22 17:58:06
1737,233,1,RESTOCK,12,19,640.0,Stock received from supplier,2025-05-28 09:00:00
1738,233,2,SALE,-1,18,,Ref: sales_id=1264,2025-07-29 09:20:21
1739,234,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1740,234,1,RESTOCK,14,24,641.0,Stock received from supplier,2024-01-16 09:00:00
1741,234,2,SALE,-1,23,,Ref: sales_id=456,2024-10-02 12:43:23
1742,234,1,MANUAL_ADJUSTMENT,1,24,,Stocktake correction,2025-01-08 00:00:00
1743,235,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1744,235,1,RESTOCK,14,24,643.0,Stock received from supplier,2024-01-26 09:00:00
1745,235,4,SALE,-1,23,,Ref: sales_id=285,2024-06-15 10:00:57
1746,235,2,RETURN,1,24,,Customer return of sales_id=285,2024-06-20 10:00:57
1747,235,3,SALE,-1,23,,Ref: sales_id=969,2025-02-12 15:59:37
1748,235,3,SALE,-1,22,,Ref: sales_id=1398,2025-12-04 16:19:57
1749,235,2,RETURN,1,23,,Customer return of sales_id=1398,2025-12-06 16:19:57
1750,236,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1751,236,1,RESTOCK,11,21,645.0,Stock received from supplier,2024-01-19 09:00:00
1752,236,1,RESTOCK,8,29,646.0,Stock received from supplier,2024-08-16 09:00:00
1753,236,1,RESTOCK,14,43,647.0,Stock received from supplier,2025-03-01 09:00:00
1754,236,1,RESTOCK,12,55,648.0,Stock received from supplier,2025-09-22 09:00:00
1755,237,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1756,237,2,SALE,-1,9,,Ref: sales_id=297,2024-06-26 17:25:59
1757,237,1,RESTOCK,11,20,650.0,Stock received from supplier,2025-05-28 09:00:00
1758,238,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1759,238,1,RESTOCK,12,22,651.0,Stock received from supplier,2024-01-21 09:00:00
1760,238,4,SALE,-1,21,,Ref: sales_id=428,2024-09-20 13:26:05
1761,238,1,RESTOCK,11,32,652.0,Stock received from supplier,2025-06-08 09:00:00
1762,239,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1763,239,1,RESTOCK,11,21,653.0,Stock received from supplier,2024-01-12 09:00:00
1764,239,1,RESTOCK,14,35,654.0,Stock received from supplier,2025-05-24 09:00:00
1765,239,4,SALE,-1,34,,Ref: sales_id=1189,2025-06-20 13:49:57
1766,240,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1767,240,1,RESTOCK,12,22,655.0,Stock received from supplier,2024-01-26 09:00:00
1768,240,2,SALE,-1,21,,Ref: sales_id=257,2024-06-03 10:53:55
1769,241,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1770,241,1,RESTOCK,9,19,657.0,Stock received from supplier,2024-01-20 09:00:00
1771,241,3,SALE,-1,18,,Ref: sales_id=386,2024-08-28 11:34:17
1772,241,1,RESTOCK,9,27,658.0,Stock received from supplier,2025-05-29 09:00:00
1773,242,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1774,242,4,SALE,-1,9,,Ref: sales_id=739,2024-12-15 08:08:46
1775,242,4,SALE,-2,7,,Ref: sales_id=792,2024-12-22 14:36:06
1776,242,1,RESTOCK,13,20,660.0,Stock received from supplier,2025-06-01 09:00:00
1777,243,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1778,243,1,RESTOCK,12,22,661.0,Stock received from supplier,2024-01-08 09:00:00
1779,243,1,RESTOCK,12,34,662.0,Stock received from supplier,2024-02-26 09:00:00
1780,243,3,SALE,-1,33,,Ref: sales_id=170,2024-04-03 17:11:48
1781,243,1,RESTOCK,13,46,663.0,Stock received from supplier,2024-04-11 09:00:00
1782,243,1,RESTOCK,10,56,664.0,Stock received from supplier,2024-05-27 09:00:00
1783,243,1,RESTOCK,12,68,665.0,Stock received from supplier,2024-07-19 09:00:00
1784,243,1,RESTOCK,12,80,666.0,Stock received from supplier,2024-09-05 09:00:00
1785,243,1,RESTOCK,11,91,667.0,Stock received from supplier,2024-10-25 09:00:00
1786,243,1,RESTOCK,11,102,668.0,Stock received from supplier,2024-12-09 09:00:00
1787,243,1,RESTOCK,8,110,669.0,Stock received from supplier,2025-01-26 09:00:00
1788,243,1,RESTOCK,10,120,670.0,Stock received from supplier,2025-03-14 09:00:00
1789,243,1,RESTOCK,11,131,671.0,Stock received from supplier,2025-05-04 09:00:00
1790,243,1,RESTOCK,12,143,672.0,Stock received from supplier,2025-06-19 09:00:00
1791,243,4,SALE,-1,142,,Ref: sales_id=1321,2025-08-25 11:55:01
1792,243,1,RESTOCK,13,155,674.0,Stock received from supplier,2025-09-29 09:00:00
1793,243,2,SALE,-143,12,,Ref: sales_id=1338,2025-10-06 09:08:53
1794,243,1,RESTOCK,10,22,675.0,Stock received from supplier,2025-11-14 09:00:00
1795,244,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1796,244,1,RESTOCK,11,21,676.0,Stock received from supplier,2024-01-27 09:00:00
1797,244,2,SALE,-1,20,,Ref: sales_id=608,2024-11-29 09:02:38
1798,244,3,SALE,-1,19,,Ref: sales_id=643,2024-11-29 10:10:13
1799,244,3,SALE,-1,18,,Ref: sales_id=1109,2025-05-08 11:58:35
1800,244,1,RESTOCK,11,29,677.0,Stock received from supplier,2025-06-10 09:00:00
1801,244,2,SALE,-1,28,,Ref: sales_id=1196,2025-06-24 15:00:33
1802,245,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1803,245,1,RESTOCK,13,23,678.0,Stock received from supplier,2024-01-15 09:00:00
1804,245,3,SALE,-6,17,,Ref: sales_id=503,2024-10-30 12:22:19
1805,245,4,SALE,-1,16,,Ref: sales_id=1076,2025-03-27 11:29:02
1806,245,1,RESTOCK,12,28,679.0,Stock received from supplier,2025-05-30 09:00:00
1807,246,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1808,246,1,RESTOCK,9,19,680.0,Stock received from supplier,2024-01-22 09:00:00
1809,246,2,SALE,-1,18,,Ref: sales_id=43,2024-01-22 11:11:05
1810,246,2,SALE,-1,17,,Ref: sales_id=118,2024-02-22 08:39:36
1811,246,3,SALE,-1,16,,Ref: sales_id=395,2024-09-03 11:37:06
1812,246,2,SALE,-1,15,,Ref: sales_id=1147,2025-05-25 10:09:06
1813,246,1,RESTOCK,11,26,681.0,Stock received from supplier,2025-06-10 09:00:00
1814,247,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1815,247,1,RESTOCK,9,19,682.0,Stock received from supplier,2024-01-19 09:00:00
1816,247,2,SALE,-4,15,,Ref: sales_id=938,2025-02-06 13:58:59
1817,247,1,RESTOCK,10,25,683.0,Stock received from supplier,2025-06-03 09:00:00
1818,247,2,SALE,-4,21,,Ref: sales_id=1173,2025-06-06 13:42:56
1819,247,2,SALE,-4,17,,Ref: sales_id=1291,2025-08-09 12:05:00
1820,248,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1821,248,1,RESTOCK,12,22,684.0,Stock received from supplier,2024-01-15 09:00:00
1822,248,2,SALE,-2,20,,Ref: sales_id=146,2024-03-12 15:28:06
1823,248,4,SALE,-1,19,,Ref: sales_id=511,2024-10-30 15:01:50
1824,249,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1825,249,1,RESTOCK,8,18,686.0,Stock received from supplier,2024-01-11 09:00:00
1826,249,3,SALE,-2,16,,Ref: sales_id=254,2024-06-03 16:06:01
1827,249,4,SALE,-8,8,,Ref: sales_id=489,2024-10-24 14:17:39
1828,249,2,SALE,-8,0,,Ref: sales_id=1322,2025-08-26 17:05:19
1829,250,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1830,250,1,RESTOCK,11,21,688.0,Stock received from supplier,2024-01-22 09:00:00
1831,250,4,SALE,-1,20,,Ref: sales_id=1078,2025-03-29 17:26:50
1832,250,1,RESTOCK,8,28,689.0,Stock received from supplier,2025-06-06 09:00:00
1833,251,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1834,251,1,RESTOCK,9,19,690.0,Stock received from supplier,2024-01-20 09:00:00
1835,251,2,SALE,-1,18,,Ref: sales_id=241,2024-05-27 08:42:46
1836,251,2,SALE,-1,17,,Ref: sales_id=1327,2025-08-30 16:55:08
1837,252,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1838,252,1,RESTOCK,9,19,692.0,Stock received from supplier,2024-01-10 09:00:00
1839,252,2,SALE,-2,17,,Ref: sales_id=928,2025-02-01 17:32:58
1840,252,1,RESTOCK,13,30,693.0,Stock received from supplier,2025-05-23 09:00:00
1841,252,4,SALE,-2,28,,Ref: sales_id=1245,2025-07-16 08:47:27
1842,253,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1843,253,1,RESTOCK,8,18,694.0,Stock received from supplier,2024-01-19 09:00:00
1844,253,4,SALE,-3,15,,Ref: sales_id=473,2024-10-15 16:25:13
1845,253,1,RESTOCK,9,24,695.0,Stock received from supplier,2025-05-31 09:00:00
1846,253,3,SALE,-3,21,,Ref: sales_id=1220,2025-07-05 12:38:18
1847,254,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1848,254,1,RESTOCK,10,20,696.0,Stock received from supplier,2024-01-20 09:00:00
1849,254,4,SALE,-4,16,,Ref: sales_id=196,2024-04-29 09:36:31
1850,254,1,MANUAL_ADJUSTMENT,-1,15,,Stocktake correction,2024-11-20 00:00:00
1851,254,4,SALE,-4,11,,Ref: sales_id=1128,2025-05-16 10:26:34
1852,254,1,RESTOCK,14,25,697.0,Stock received from supplier,2025-05-29 09:00:00
1853,255,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1854,255,2,SALE,-4,6,,Ref: sales_id=122,2024-02-22 15:27:09
1855,255,3,RETURN,4,10,,Customer return of sales_id=122,2024-02-23 15:27:09
1856,255,1,RESTOCK,10,20,699.0,Stock received from supplier,2025-05-29 09:00:00
1857,256,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1858,256,1,RESTOCK,14,24,700.0,Stock received from supplier,2024-01-15 09:00:00
1859,256,1,RESTOCK,8,32,701.0,Stock received from supplier,2025-05-26 09:00:00
1860,256,3,SALE,-1,31,,Ref: sales_id=1347,2025-10-10 16:48:24
1861,257,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1862,257,1,RESTOCK,12,22,702.0,Stock received from supplier,2024-01-16 09:00:00
1863,257,3,SALE,-1,21,,Ref: sales_id=1084,2025-04-01 16:44:45
1864,257,1,RESTOCK,13,34,703.0,Stock received from supplier,2025-06-01 09:00:00
1865,258,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1866,258,1,RESTOCK,8,18,704.0,Stock received from supplier,2024-01-30 09:00:00
1867,258,2,SALE,-1,17,,Ref: sales_id=970,2025-02-12 11:08:55
1868,258,3,SALE,-1,16,,Ref: sales_id=1086,2025-04-01 15:32:19
1869,258,2,SALE,-1,15,,Ref: sales_id=1146,2025-05-23 09:46:43
1870,258,1,RESTOCK,10,25,705.0,Stock received from supplier,2025-06-05 09:00:00
1871,259,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1872,259,1,RESTOCK,9,19,706.0,Stock received from supplier,2024-01-16 09:00:00
1873,259,4,SALE,-2,17,,Ref: sales_id=364,2024-08-08 08:23:56
1874,259,1,RESTOCK,13,30,707.0,Stock received from supplier,2025-06-01 09:00:00
1875,260,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1876,260,1,RESTOCK,8,18,708.0,Stock received from supplier,2024-01-17 09:00:00
1877,260,2,SALE,-2,16,,Ref: sales_id=338,2024-07-23 15:37:31
1878,260,4,SALE,-1,15,,Ref: sales_id=564,2024-11-28 12:05:06
1879,260,2,SALE,-1,14,,Ref: sales_id=799,2024-12-22 10:10:50
1880,260,2,RETURN,1,15,,Customer return of sales_id=799,2024-12-29 10:10:50
1881,260,1,RESTOCK,10,25,709.0,Stock received from supplier,2025-06-02 09:00:00
1882,260,3,SALE,-1,24,,Ref: sales_id=1285,2025-08-07 09:53:32
1883,261,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1884,261,1,RESTOCK,13,23,710.0,Stock received from supplier,2024-01-27 09:00:00
1885,261,4,SALE,-1,22,,Ref: sales_id=674,2024-12-03 16:32:18
1886,261,4,SALE,-1,21,,Ref: sales_id=920,2025-01-31 14:21:32
1887,261,2,SALE,-1,20,,Ref: sales_id=1051,2025-03-18 12:43:03
1888,261,4,SALE,-1,19,,Ref: sales_id=1056,2025-03-21 09:28:35
1889,261,3,SALE,-1,18,,Ref: sales_id=1061,2025-03-24 14:03:35
1890,261,2,SALE,-1,17,,Ref: sales_id=1143,2025-05-22 15:09:54
1891,261,1,RESTOCK,14,31,711.0,Stock received from supplier,2025-06-12 09:00:00
1892,261,2,SALE,-1,30,,Ref: sales_id=1230,2025-07-09 08:03:29
1893,262,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1894,262,1,RESTOCK,11,21,712.0,Stock received from supplier,2024-01-22 09:00:00
1895,262,1,RESTOCK,12,33,713.0,Stock received from supplier,2025-06-06 09:00:00
1896,262,4,SALE,-1,32,,Ref: sales_id=1355,2025-10-14 09:47:45
1897,263,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1898,263,1,RESTOCK,11,21,714.0,Stock received from supplier,2024-01-18 09:00:00
1899,263,4,SALE,-1,20,,Ref: sales_id=890,2025-01-23 08:54:22
1900,263,1,RESTOCK,11,31,715.0,Stock received from supplier,2025-06-03 09:00:00
1901,264,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1902,264,1,RESTOCK,14,24,717.0,Stock received from supplier,2025-01-10 09:00:00
1903,264,4,SALE,-10,14,,Ref: sales_id=1068,2025-03-26 12:46:48
1904,264,2,SALE,-10,4,,Ref: sales_id=1405,2025-12-12 13:38:07
1905,265,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1906,265,1,RESTOCK,10,20,718.0,Stock received from supplier,2024-01-22 09:00:00
1907,265,3,SALE,-1,19,,Ref: sales_id=402,2024-09-06 13:35:43
1908,265,1,RESTOCK,9,28,719.0,Stock received from supplier,2025-06-09 09:00:00
1909,266,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1910,266,1,RESTOCK,11,21,720.0,Stock received from supplier,2024-01-15 09:00:00
1911,266,2,SALE,-2,19,,Ref: sales_id=249,2024-05-30 13:27:04
1912,266,1,RESTOCK,14,33,721.0,Stock received from supplier,2025-05-30 09:00:00
1913,267,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1914,267,1,RESTOCK,8,18,722.0,Stock received from supplier,2024-01-17 09:00:00
1915,267,3,SALE,-2,16,,Ref: sales_id=121,2024-02-22 17:03:33
1916,267,2,SALE,-3,13,,Ref: sales_id=125,2024-02-22 17:42:54
1917,267,1,RESTOCK,11,24,723.0,Stock received from supplier,2025-06-03 09:00:00
1918,268,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1919,268,1,RESTOCK,11,21,724.0,Stock received from supplier,2024-01-18 09:00:00
1920,268,1,RESTOCK,9,30,725.0,Stock received from supplier,2024-08-05 09:00:00
1921,268,1,RESTOCK,14,44,726.0,Stock received from supplier,2025-02-26 09:00:00
1922,268,1,RESTOCK,8,52,727.0,Stock received from supplier,2025-09-07 09:00:00
1923,269,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1924,269,1,RESTOCK,11,21,728.0,Stock received from supplier,2024-01-16 09:00:00
1925,269,4,SALE,-2,19,,Ref: sales_id=827,2025-01-13 09:42:50
1926,269,1,RESTOCK,13,32,729.0,Stock received from supplier,2025-05-29 09:00:00
1927,270,1,MANUAL_ADJUSTMENT,10,10,,Initial stock load (system go-live),2024-01-01 07:00:00
1928,270,3,SALE,-6,4,,Ref: sales_id=536,2024-11-15 12:00:25
1929,270,3,SALE,-4,0,,Ref: sales_id=810,2024-12-27 14:52:35
1930,270,3,SALE,0,0,,Ref: sales_id=1237,2025-07-13 12:16:14
1931,270,3,SALE,0,0,,Ref: sales_id=1375,2025-10-29 11:51:58
1932,270,1,RESTOCK,11,11,732.0,Stock received from supplier,2025-11-29 09:00:00
