item_id,supplier_id,item_name,category,size,unit_cost,selling_price,current_stock,rop_warning,abc_category,is_active,created_at,updated_at
470,4,Hs Health Service,Patches,,18.0,40.0,29,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
471,4,Basic Reconnaissance Course,Patches,,54.0,120.0,29,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
472,4,Qcpd Quezon Police City District,Patches,,18.0,40.0,16,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
473,4,Civil Security Group Patch,Patches,,18.0,40.0,27,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
474,3,Ss Badge,Metal,,55.0,100.0,29,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
475,4,Sf Specialized Function Patches,Patches,,45.0,100.0,29,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
476,3,Badge Color,Metal,,55.0,100.0,23,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
477,1,Batanagas Fsu,Clothes,,60.0,100.0,18,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
478,4,Special Forces Patch,Patches,,45.0,100.0,17,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
479,4,Sap Patch,Patches,,45.0,100.0,29,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
480,3,Star,Metal,,27.5,50.0,32,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
481,3,Rank Fit,Metal,,55.0,100.0,33,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
482,4,Rank Goa,Patches,,45.0,100.0,32,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
483,4,Pspg Pixi,Patches,,45.0,100.0,17,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
484,4,Police Executive Master,Patches,,22.5,50.0,20,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
485,3,Police Corporal Rank,Metal,,27.5,50.0,16,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
486,2,Nylon Belt,Equipment,,65.0,100.0,32,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
487,2,Pnp Logo,Equipment,,32.5,50.0,33,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
488,2,Fg Goa,Equipment,,32.5,50.0,33,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
489,3,Rank Star,Metal,,55.0,100.0,28,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
490,2,Garrison Black,Equipment,,65.0,100.0,17,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
491,5,Miranda Doctrine,Accessories,,27.5,50.0,18,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
492,4,Rank For Pixilized,Patches,,45.0,100.0,37,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
493,3,Pspo Pin,Metal,,55.0,100.0,8,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
494,3,Rank Pssg,Metal,,55.0,100.0,32,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
495,3,Pos Double Clip,Metal,,18.33,33.33,21,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
496,1,Rubbertack,Clothes,,60.0,100.0,48,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
497,4,Cidg Fixi,Patches,,45.0,100.0,28,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
498,4,Police Senior Master Sergeant Patch,Patches,,22.5,50.0,28,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
499,2,Brush,Equipment,,32.5,50.0,30,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
500,4,Mg Fixi,Patches,,40.5,90.0,30,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
501,5,Tai Clip,Accessories,,44.0,80.0,30,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
502,4,Tagaligtas Patch,Patches,,18.0,40.0,19,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
503,4,Nho National Headquarters Office,Patches,,18.0,40.0,18,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
504,4,Master Rider,Patches,,36.0,80.0,34,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
505,4,Rank Pmsg Patrol,Patches,,36.0,80.0,34,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
506,4,Rank Psg Fso,Patches,,36.0,80.0,34,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
507,4,Pixi Patch,Patches,,36.0,80.0,31,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
508,4,Patch Fix,Patches,,36.0,80.0,31,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
509,4,Fg,Patches,,18.0,40.0,29,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
510,4,Las,Patches,,18.0,40.0,20,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
511,3,Mdd Kalasag Pin,Metal,,22.0,40.0,15,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
512,4,Spd,Patches,,18.0,40.0,34,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
513,5,Lanyard W Pito Carabiner,Accessories,,44.0,80.0,16,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
514,4,Internal Affairs Service,Patches,,18.0,40.0,32,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
515,4,Pssg Patrol,Patches,,36.0,80.0,29,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
516,3,Rank Patrol,Metal,,44.0,80.0,37,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
517,4,Quezon City Police District,Patches,,18.0,40.0,32,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
518,4,Health Service,Patches,,18.0,40.0,18,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
519,3,Mpdfix1 Collar Pins,Metal,,22.0,40.0,25,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
520,4,Police Regional Officce Patch,Patches,,18.0,40.0,28,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
521,5,Id Lace,Accessories,,38.5,70.0,30,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
522,4,Sosia,Patches,,31.5,70.0,31,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
523,3,Change Unit,Metal,,38.5,70.0,31,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
524,4,Padpao,Patches,,31.5,70.0,30,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
525,3,Attach Only,Metal,,33.0,60.0,27,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
526,5,Nameplate Clip,Accessories,,33.0,60.0,37,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
527,4,Dmsg District Mobile Force Group,Patches,,22.5,50.0,27,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
528,4,Patrolman,Patches,,22.5,50.0,19,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
529,4,Police Chief Master Sergeant,Patches,,22.5,50.0,34,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
530,4,Police Clothing Property Code,Patches,,11.25,25.0,24,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
531,2,Sg Cup Device,Equipment,,32.5,50.0,28,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
532,4,Pcms,Patches,,22.5,50.0,22,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
533,2,Paupango,Equipment,,29.25,45.0,22,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
534,3,Patrolman Fixed Insignia,Metal,,24.75,45.0,30,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
535,4,Civil Security Group,Patches,,18.0,40.0,35,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
536,4,Southern Police District,Patches,,18.0,40.0,26,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
537,4,Aviation Security Group,Patches,,18.0,40.0,17,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
538,1,Csg,Clothes,,24.0,40.0,36,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
539,4,Pasay City Police Station Personnel Patch,Patches,,18.0,40.0,30,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
540,4,Csg Civil Security Group,Patches,,18.0,40.0,29,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
541,5,Clip Id,Accessories,,22.0,40.0,34,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
542,4,Philippine National Police Training Institute,Patches,,18.0,40.0,21,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
543,4,Es Engineering Service,Patches,,18.0,40.0,26,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
544,3,Isabela,Metal,,22.0,40.0,32,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
545,4,Nhq Patch,Patches,,18.0,40.0,30,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
546,2,Foliage Green Camoflauge,Equipment,,26.0,40.0,19,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
547,4,National Capital Region,Patches,,18.0,40.0,28,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
548,4,Attach,Patches,,9.0,20.0,34,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
549,4,Maritime Group,Patches,,18.0,40.0,22,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
550,4,Nhq,Patches,,18.0,40.0,31,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
551,3,Itms,Metal,,22.0,40.0,17,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
552,3,Name,Metal,,11.0,20.0,23,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
553,4,Manila Police District,Patches,,18.0,40.0,17,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
554,3,Insignia,Metal,,22.0,40.0,34,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
555,5,Pin Lock,Accessories,,2.75,5.0,24,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
556,2,Pen,Equipment,,19.5,30.0,30,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
557,4,Pspg Patrol,Patches,,6.75,15.0,29,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
558,5,Goa Name Tab Or Service Ribbon Tab,Accessories,,16.5,30.0,36,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
559,3,Bisoc Logo,Metal,,16.5,30.0,35,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
560,4,Bisoc Tab,Patches,,13.5,30.0,20,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
561,1,Lousy Hat,Clothes,,228.0,380.0,43,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
562,2,Patch Id,Equipment,,195.0,300.0,54,0,,1,2024-01-01 00:00:00,2024-01-01 00:00:00
